"CONTACT","CONTPHONE","CONTRACT","DIMENSIONS","DOL_NUM","EVENTPRO_LOT","FEATURETYPE","INSPECTS","LOC_NAME","LOT_LOC","MAP_PAGE","NAMELABEL","OBJECTID","ORIG_FID","PRODUCT","SUB","TICKETS","URL","VENDORTYPE","y","x"
"","","NC Genetics/Chatham Breeders","10 X 10","","GRAHAM BLDG - NC GENETICS","Vendor","OTHER","Graham/Dorton","GRAHAM","Page 6","NC Genetics/ Chatham",300,309,"Booth Will Have Photos Of Different Breeds Available, Cattle Breeds Artificial Insemination Products And Services.","","","","",35.793295,-78.711181
"","","NC Angus Association","10 X 10","","GRAHAM - NC ANGUS ASSOC","Vendor","OTHER","Graham/Dorton","GRAHAM","Page 6","NC Angus",301,310,"Gratis Space For Promotion","","","","",35.793225,-78.711141
"","","North Ridge Bible Chapel","10 X 10","","GRAHAM BLDG - NORTH RIDGE","Vendor","OTHER","Graham/Dorton","GRAHAM","Page 6","North Ridge Chapel",302,311,"Religious Material","","","","",35.793879,-78.711747
"","","NC Hereford Association","10 X 10","","GRAHAM BLD - NC HEREFORD","Vendor","OTHER","Graham/Dorton","GRAHAM","Page 6","NC Hereford",303,313,"Association Directory, Cattleman Information, American Hereford Association Handouts Literature.","","","","",35.793677,-78.711601
"","","Farm Livin'","10 X 10","","","Vendor","OTHER","Graham/Dorton","GRAHAM","Page 6","Farm Livin'",304,314,"","","","","",35.793537,-78.711503
"","","Agri Supply","20 X 10","","","Sponsor","OTHER","Graham/Dorton","GRAHAM","Page 6","Agri Supply",305,315,"","","","","",35.793464,-78.711453
"","","Pik-N-Pig LLC.","10 X 30","","LOT I020","Vendor","WAKE","I Lot","I-20","Page 11","Pik-N-Pig",306,318,"BBQ Plates, BBQ Sandwiches, BBQ Sundae, Slaw, Bake Beans, Rolls, Ice Tea & Lemonade","","","","",35.794916,-78.709353
"","","The Cheese Curd Shack","25 x 11 ","","LOT H-17","Vendor","WAKE","Gate Nine","H-17","Page 17","Cheese Curd Shack",307,319,"Wisconsin Deep Fried White Cheddar, Crab Cake, Jalapeno Cheese Curds, Dipping Sauces (Ranch, Cocktail & BBQ), Soda & Water.","","","","",35.796975,-78.710723
"","","Jcc Foundation","24 X 40","","LOT K-JCC","Vendor","OTHER","Dorton/Hillsborough","K","Page 14","Jcc Foundation",308,320,"Jcc Foundation Is Hosting The Inaugural Truck Raffle (2018 Chevrolet Silverado Ltz).  This Is Crew Cab Truck, 4 X 4 Model And An Option Will Be Available For The Winner Of The Raffle To Decide The Color.  Tickets Will Be $20 A Per Ticket With The Option To Purchase 6 Tickets For $100 And Will Available To Purchase Online And Via Cash/Check. The Truck Raffle Will Run From April 26, 2018 - December 7, 2018.  If 2000 Tickets Are Not Sold Before The End Deadline Of December 7, 2018 They Will Offer A Cash Prize Of 25% Of The Net Proceeds.  There Will Only Be One Winner. You Do Not Need To Be Present To Win. Jcc Will Be Responsible In Supplying The Contact Information (Name & Phone Number) Of The Winner To The Commercial Space Admin.","","","","",35.793211,-78.709997
"","","The Arc Animal Exhibits","","","","Vendor","OTHER","Expo","EXPO","Page 5","The Arc Animal Exhibits",309,321,"","","","","",35.794168,-78.712894
"","","NC State Bee Keepers Association","","","EXPOSITION CENTER","Vendor","OTHER","Expo","EXPO","Page 5","NC Bee Keepers Association",310,322,"","","","","",35.794171,-78.712425
"","","Fruits And Vegetables","","","","Vendor","OTHER","Expo","EXPO","Page 5","Fruits And Vegetables",311,323,"","","","","",35.794372,-78.712546
"","","Lost And Found","","","","Vendor","OTHER","Expo","EXPO","Page 5","Lost And Found",312,324,"","","","","",35.794629,-78.712423
"","","The Nest","","","","Vendor","OTHER","Expo","EXPO","Page 5","The Nest",313,325,"","","","","",35.794666,-78.712341
"","","NCSU Animal Science","","","EXPO-NCSU ANIMAL SCIENCE","Vendor","F&D","Expo","EXPO","Page 5","Milking Booth",314,327,"Milking Booth (Gratis)","","","","",35.794406,-78.713003
"","","Basnights Lone Cedar Cafe","20 X 10","","HERITAGE CIRCLE - BASNIGHT","Vendor","WAKE","Heritage Village","HV","Page 16","Basnights Lone Cedar Cafe",315,328,"Bacon Wrapped Scallops, Yellowfin Tuna Bites, Greentail Fried Shrimp, Sweet Potato Fries, Fried Mac NCheese, Fish Cakes, Jumbo Lump Crab Dip, Fried Vegetable Medley, Honey Siracha Chicken Bites, Fries, Soda, Water & Sweet Tea.","","","","",35.796462,-78.715102
"","","Old North State Kitchen","20 X 20","","LOT K004","Vendor","F&D","Dorton/Gate 1","K-4","Page 13","Old North State Kitchen Seating",316,329,"Gratis Space For Sitting For All Customers.","","","","",35.794135,-78.709251
"","","","10 X 10","","","Vendor","OTHER","","","none","",317,330,"","","","","",35.794739,-78.708046
"",""," ","10 X 10","","","Vendor","OTHER",""," ","none"," ",318,331,"","","","","",35.794752,-78.708016
"",""," ","10 X 10","","","Vendor","OTHER",""," ","none"," ",319,332,"","","","","",35.794763,-78.707987
"",""," ","10 X 10","","","Vendor","OTHER",""," ","none"," ",320,333,"","","","","",35.794775,-78.707959
"",""," ","10 X 10","","","Vendor","OTHER",""," ","none"," ",321,334,"","","","","",35.794787,-78.707929
"",""," ","10 X 10","","","Vendor","OTHER",""," ","none"," ",322,335,"","","","","",35.7948,-78.707898
"",""," ","10 X 10","","","Vendor","OTHER",""," ","none"," ",323,336,"","","","","",35.794837,-78.707806
"",""," ","10 X 10","","","Vendor","OTHER",""," ","none"," ",324,337,"","","","","",35.79485,-78.707775
"",""," ","10 X 10","","","Vendor","OTHER",""," ","none"," ",325,338,"","","","","",35.794862,-78.707744
"",""," ","10 X 10","","","Vendor","OTHER",""," ","none"," ",326,339,"","","","","",35.794875,-78.707713
"",""," ","12 X 10","","","Vendor","OTHER",""," ","none"," ",327,340,"","","","","",35.794889,-78.707679
"","","Hobbies & Crafts","10 X 10","","COMMERCIAL018","Vendor","OTHER","Commercial Building","COM-18","Page 19","Hobbies & Crafts",328,341,"","","","","",35.794807,-78.707356
"","","Hobbies & Crafts","10 X 10","","COMMERCIAL017","Vendor","OTHER","Commercial Building","COM-17","Page 19","Hobbies & Crafts",329,342,"","","","","",35.79482,-78.707326
"","","Hobbies & Crafts","10 X 10","","COMMERCIAL016","Vendor","OTHER","Commercial Building","COM-16","Page 19","Hobbies & Crafts",330,343,"","","","","",35.794832,-78.707296
"","","Hobbies & Crafts","10 X 10","","COMMERCIAL015","Vendor","OTHER","Commercial Building","COM-15","Page 19","Hobbies & Crafts",331,344,"","","","","",35.794844,-78.707266
"","","Hobbies & Crafts","10 X 10","","COMMERCIAL014","Vendor","OTHER","Commercial Building","COM-14","Page 19","Hobbies & Crafts",332,345,"","","","","",35.794857,-78.707236
"","","Hobbies & Crafts","10 X 10","","COMMERCIAL009","Vendor","OTHER","Commercial Building","COM-9","Page 19","Hobbies & Crafts",333,346,"","","","","",35.794918,-78.707085
"","","Hobbies & Crafts","10 X 10","","COMMERCIAL008","Vendor","OTHER","Commercial Building","COM-8","Page 19","Hobbies & Crafts",334,347,"","","","","",35.79493,-78.707055
"","","Hobbies & Crafts","10 X 10","","COMMERCIAL007","Vendor","OTHER","Commercial Building","COM-7","Page 19","Hobbies & Crafts",335,348,"","","","","",35.794943,-78.707024
"","","Hobbies & Crafts","10 X 10","","COMMERCIAL013","Vendor","OTHER","Commercial Building","COM-13","Page 19","Hobbies & Crafts",336,349,"","","","","",35.794869,-78.707205
"","","Hobbies & Crafts","10 X 10","","COMMERCIAL012","Vendor","OTHER","Commercial Building","COM-12","Page 19","Hobbies & Crafts",337,350,"","","","","",35.794881,-78.707175
"","","Hobbies & Crafts","10 X 10","","COMMERCIAL011","Vendor","OTHER","Commercial Building","COM-11","Page 19","Hobbies & Crafts",338,351,"","","","","",35.794894,-78.707145
"","","Hobbies & Crafts","10 X 10","","COMMERCIAL010","Vendor","OTHER","Commercial Building","COM-10","Page 19","Hobbies & Crafts",339,352,"","","","","",35.794906,-78.707115
"","","Hobbies & Crafts","10 X 10","","COMMERCIAL006","Vendor","OTHER","Commercial Building","COM-6","Page 19","Hobbies & Crafts",340,353,"","","","","",35.794955,-78.706994
"","","Dinner Optimist Club Of Raleigh","10 X 10","","EDUCATION 39B","Vendor","F&D","Education Building","ED-39B","Page 18","Dinner Storage",341,354,"Storage","","","","",35.794349,-78.708476
"","","NC Egg Association","10 X 10","","EDUCATION040","Vendor","OTHER","Education Building","ED-40","Page 18","NC Egg Assoc",342,355,"Provide Information Regarding Modern Egg Farming; Tv/Video; Game Wheel And Consumer Education Literature.","","","","",35.794362,-78.708445
"","","NC Egg Association","10 X 10","","EDUCATION041","Vendor","OTHER","Education Building","ED-41","Page 18","NC Egg Assoc",343,356,"Provide Information Regarding Modern Egg Farming; Tv/Video; Game Wheel And Consumer Education Literature.","","","","",35.794375,-78.708414
"","","Cottage Lane Kitchen","10 X 10","","EDUCATION042","Vendor","F&D","Education Building","ED-42","Page 18","Cottage Ln Kitchen",344,357,"Samples Of Relish.","","","","",35.794387,-78.708383
"","","Blue Sky Distriubtors LLC","10 X 10","","EDUCATION043","Vendor","F&D","Education Building","ED-43","Page 18","Blue Sky",345,358,"Flax Seed, Ground Flax, Flax Hull Lignans, Coffee Grinder, Omega-3 Oil, Great Lakes Gelatin Collegen Hydrolysate,  Muscadine Grape Juice, Muscadine Cider, Muscadine Grape Seed (Ground), Muscadine/Blueberry/Purple Sweet Potato Butter Preserve & Reference Books & Cookbooks. (Samples Given 2 0Z Or Less)","","","","",35.7944,-78.708352
"","","Passanante's Home Food Service","8 X 8","","EDUCATION044","Vendor","F&D","Education Building","ED-44","Page 18","Passanante's Home Food Service",346,359,"Handout Recipes/ Brochures/ Business Cards And Giving Out Samples Of Individual Package Cake.","","","","",35.794413,-78.708321
"","","Leaffilter North Of NC, Inc.","10 X 10","","EDUCATION046","Vendor","OTHER","Education Building","ED-46","Page 18","Leaf Filter",347,360,"Leaffilter Gutter Protection & Promo Booth.","","","","",35.794439,-78.708256
"","","Entry Dept","10 X 10","","EDUCATION047","Vendor","OTHER","Education Building","ED-47","Page 18","Entry Dept",348,361,"","","","","",35.794452,-78.708224
"","","Entry Dept","10 X 10","","EDUCATION048","Vendor","OTHER","Education Building","ED-48","Page 18","Entry Dept",349,362,"","","","","",35.794465,-78.708193
"","","Entry Dept","10 X 10","","EDUCATION049","Vendor","OTHER","Education Building","ED-49","Page 18","Entry Dept",350,363,"","","","","",35.794478,-78.708162
"","","County Fair Exhibit","10 X 10","","EDUCATION050","Vendor","OTHER","Education Building","ED-50","Page 18","County Fair",351,364,"Promote Interest In The Agricultural Fairs In Nc","","","","",35.79449,-78.708131
"","","Dinner Optimist Club Of Raleigh","10 X 10","","EDUCATION039","Vendor","F&D","Education Building","ED-39","Page 18","Dinner Optimist",352,365,"Dairy Products (Ice Cream), Coffee, Hot Chocolate, Bottle Water, Do-Nuts, Pastries, Pretzels & Popcorn","","","","",35.794374,-78.708492
"","","Hobbies & Crafts","12.4X12.4","","COMMERCIAL060","Vendor","OTHER","Commercial Building","COM-60","Page 19","Hobbies & Crafts",353,366,"","","","","",35.794988,-78.70709
"","","Hobbies & Crafts","12.4X12.4","","COMMERCIAL055","Vendor","OTHER","Commercial Building","COM-55","Page 19","Hobbies & Crafts",354,367,"","","","","",35.795003,-78.707052
"","","Unleashed","12.4X12.4","","COMMERCIAL054","Vendor","F&D","Commercial Building","COM-54","Page 19","Unleashed",355,368,"Treats, Chews, Dog & Cat Foods, Unique Toys, Quality Collars, Leashes & Harnesses & Natural Grooming.","","","","",35.794867,-78.707382
"","","Inez Cosmetics","12.4X12.4","","COMMERCIAL049","Vendor","OTHER","Commercial Building","COM-49","Page 19","Inez Cosmetics",356,369,"L'Paige Lipstick And Other Cosmetics","","","","",35.794882,-78.707345
"","","Watkins Products","12.4X12.4","","COMMERCIAL048","Vendor","OTHER","Commercial Building","COM-48","Page 19","Watkins Products",357,370,"Watkins Products & Siriflex Wat","","","","",35.794909,-78.70728
"","","Maxco Supply Inc. (Amsoil)","12.4X12.4","","COMMERCIAL043","Vendor","OTHER","Commercial Building","COM-43","Page 19","Maxco Supply Inc",358,371,"Synthetic Motor Oils, Lubes, Filters & Natural Liquid Lime","","","","",35.794924,-78.707243
"","","Herbabless","12.4X12.4","","COMMERCIAL042","Vendor","OTHER","Commercial Building","COM-42","Page 19","Herbabless",359,372,"Homemade Goats Milk Soaps, Lotion, Incense/Incense Boxes, Aromatherapy Herbal Packs, Natural Body Spray, Herbal Shampoo/Conditioners, Dead Sea Products, African Shea Butter Products, Herbal Teas & Herbs. ","","","","",35.794949,-78.707184
"","","International Housewares, Inc.","12.4X12.4","","COMMERCIAL037","Vendor","OTHER","Commercial Building","COM-37","Page 19","Inter National",360,373,"Spin Mops","","","","",35.794964,-78.707147
"","","Creative Embroidery","8 X 8","","EDUCATION024","Vendor","OTHER","Education Building","ED-24","Page 18","Creative Embroidery",361,374,"Novelties - All Things Monogrammed: Purses, Clutches, Totes, Duffle Bags, Back Packs, Clothing, Rain Coats, Jackets, Scarves, Caps, Tee Shirts, Sweat Shirts & Blankietails.","","","","",35.794452,-78.708458
"","","NC Democrats","8 X 8","","EDUCATION019","Vendor","OTHER","Education Building","ED-19","Page 18","NC Democrats",362,375,"Political Novelties & Campaign Literature - No Offensive Products; We Will Have The Right To Ask You To Remove Any Products We Feel That Is Inappropriate.","","","","",35.794462,-78.708433
"","","International Housewares, Inc.","8 X 8","","EDUCATION018","Vendor","OTHER","Education Building","ED-18","Page 18","Int Housewares",363,376,"Boombox","","","","",35.794493,-78.708358
"","","NC Republican Party","8 X 8","","EDUCATION013","Vendor","OTHER","Education Building","ED-13","Page 18","NC Repub. Party",364,377,"Political Novelties & Campaign Literature - No Offensive Products; We Will Have The Right To Ask You To Remove Any Products We Feel That Is Inappropriate.","","","","",35.794503,-78.708333
"","","NC Right To Life Inc Ed. Fund","8 X 8","","EDUCATION012","Vendor","OTHER","Education Building","ED-12","Page 18","NC Right To Life",365,378,"Literature & Information","","","","",35.794531,-78.708265
"","","NC Peace Network","8 X 8","","EDUCATION007","Vendor","OTHER","Education Building","ED-7","Page 18","NC Peace Network",366,379,"The Peace Booth Provides The Following Resource For Those Interested In Learning More About Being A Peacemaker In Today World.","","","","",35.794541,-78.70824
"","","Exchangette Club Of North Raleigh","8 X 8","","EDUCATION006","Vendor","F&D","Education Building","ED-6","Page 18","Exchange Club",367,380,"Soft Drinks","","","","",35.794569,-78.708171
"","","Televac Products","8 X 8","","EDUCATION001","Vendor","OTHER","Education Building","ED-1","Page 18","Televac",368,381,"Handwriting Analysis & Fidget Spinner","","","","",35.794579,-78.708146
"","","Hobbies & Crafts","12.4X12.4","","COMMERCIAL059","Vendor","OTHER","Commercial Building","COM-59","Page 19","Hobbies & Crafts",369,382,"","","","","",35.795018,-78.707108
"","","Hobbies & Crafts","12.4X12.4","","COMMERCIAL056","Vendor","OTHER","Commercial Building","COM-56","Page 19","Hobbies & Crafts",370,383,"","","","","",35.795033,-78.707071
"","","Unleashed","12.4X12.4","","COMMERCIAL053","Vendor","F&D","Commercial Building","COM-53","Page 19","Unleashed",371,384,"Treats, Chews, Dog & Cat Foods, Unique Toys, Quality Collars, Leashes & Harnesses & Natural Grooming","","","","",35.794897,-78.707401
"","","Scentsy Wickless Candles","12.4X12.4","","COMMERCIAL050","Vendor","OTHER","Commercial Building","COM-50","Page 19","Scenty Wicker Candles",372,385,"Candles Warmers, Candles & Lotion ","","","","",35.794912,-78.707364
"","","Pursonal Hangups","12.4X12.4","","COMMERCIAL047","Vendor","OTHER","Commercial Building","COM-47","Page 19","Pursonal Hangups",373,386,"Floating Charm Lockets","","","","",35.794939,-78.707299
"","","Patio Enclosures, Inc.","12.4X12.4","","COMMERCIAL044","Vendor","OTHER","Commercial Building","COM-44","Page 19","Patio Encl",374,387,"Patio & Porch Enclosures","","","","",35.794954,-78.707262
"","","Herbabless","12.4X12.4","","COMMERCIAL041","Vendor","OTHER","Commercial Building","COM-41","Page 19","Herbabless",375,388,"Homemade Soaps, Lotion, Incense/Incense Boxes, Aromatherapy Herbal Packs, Body Oil, Natural Body Spray, Herbal Shampoo/Conditioners, Dead Sea Products, African Shea Butter Products, Herbal Teas & Herbs. ","","","","",35.794979,-78.707203
"","","International Housewares, Inc.","12.4X12.4","","COMMERCIAL038","Vendor","OTHER","Commercial Building","COM-38","Page 19","Inter National",376,389,"Spin Mops","","","","",35.794994,-78.707166
"","","Creative Embroidery","8 X 8","","EDUCATION023","Vendor","OTHER","Education Building","ED-23","Page 18","Creative Embroidery",377,390,"Novelties - All Things Monogrammed: Purses, Clutches, Totes, Duffle Bags, Back Packs, Clothing, Rain Coats, Jackets, Scarves, Caps, Tee Shirts, Sweat Shirts & Blankietails.","","","","",35.794472,-78.70847
"","","North State Journal","8 X 8","","EDUCATION020","Vendor","OTHER","Education Building","ED-20","Page 18","North State",378,391,"Newspaper Subscriptions And Copies Of The Newspaper. Give-A-Ways: Pens, Can Koozies & Tote Bags. - 1 Yr Only Gratis Exchange For Advertising In Their Newspaper.","","","","",35.794482,-78.708445
"","","Wake County Ems","8 X 8","","EDUCATION017","Vendor","OTHER","Education Building","ED-17","Page 18","Wake Co. Ems",379,392,"Display Public Education And Information (Basic Health & Safety) Involving Emergency Medical Services Offered By Wake County.  (Gratis Location 1 Year Only)","","","","",35.794513,-78.70837
"","","NC Wildlife Resources Commission ","10 X 10","","EDUCATION014","Vendor","OTHER","Education Building","ED-14","Page 18","NC Wrc",380,393,"Give Information On Wildlife Law Enforcement Brochures. (Gratis Location)","","","","",35.794523,-78.708345
"","","","8 X 8","","EDUCATION011","Vendor","OTHER","Education Building","ED-11","Page 18","",381,394,"Stand Up Arcade Games.","","","","",35.794551,-78.708277
"","","Wake Republican Party","8 X 8","","EDUCATION008","Vendor","OTHER","Education Building","ED-8","Page 18","Wake Repub. Party",382,395,"Hats, T-Shirts & Information On Republican Candidates -","","","","",35.794561,-78.708252
"","","Exchange Club Of North Raleigh","8 X 8","","EDUCATION005","Vendor","F&D","Education Building","ED-5","Page 18","Exchange Club",383,396,"Peanuts","","","","",35.794589,-78.708184
"","","House Autry Mills","8 X 8","","EDUCATION002","Vendor","F&D","Education Building","ED-2","Page 18","House Autry Mills",384,397,"Corn Meal Products & Sampling Hushpuppies","","","","",35.794599,-78.708159
"","","Creative Embroidery","8 X 8","","EDUCATION022","Vendor","OTHER","Education Building","ED-22","Page 18","Creative Embroidery",385,398,"Novelties - All Things Monogrammed: Purses, Clutches, Totes, Duffle Bags, Back Packs, Clothing, Rain Coats, Jackets, Scarves, Caps, Tee Shirts, Sweat Shirts & Blankietails.","","","","",35.794492,-78.708483
"","","Silver-Sun","8 X 8","","EDUCATION021","Vendor","OTHER","Education Building","ED-21","Page 18","Silver Sun",386,399,"Hip Klip & Magic Balls/Sand","","","","",35.794502,-78.708458
"","","Shelfgenie","8 X 8","","EDUCATION016","Vendor","OTHER","Education Building","ED-16","Page 18","Shelf Genie",387,400,"Retrofit Cabinets With Pullout Shelving Designed To Give More Space, Better Organization And Better Access. ","","","","",35.794533,-78.708383
